TCGA-2H-A9GJ-01A-11R-A37I-31	TCGA-IC-A6RF-01A-13R-A336-31	TCGA-IG-A5B8-01A-11R-A28J-31	TCGA-JY-A6F8-01A-11R-A336-31	TCGA-JY-A6FB-01A-11R-A336-31	TCGA-JY-A93F-01A-21R-A37I-31	TCGA-KH-A6WC-01A-11R-A336-31	TCGA-L5-A43E-01A-11R-A24K-31	TCGA-L5-A4OG-01A-11R-A260-31	TCGA-L5-A4OH-01A-11R-A260-31	TCGA-L5-A4OJ-01A-11R-A260-31	TCGA-L5-A4OM-01A-11R-A260-31	TCGA-L5-A4OP-01A-11R-A260-31	TCGA-L5-A4OR-01A-11R-A260-31	TCGA-L5-A88S-01A-11R-A36D-31	TCGA-L5-A893-01A-11R-A36D-31	TCGA-L5-A8NW-01A-11R-A37I-31	TCGA-S8-A6BW-01A-11R-A31P-31	TCGA-V5-A7RE-01A-11R-A354-31
SNAR-F|100126781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-G1|100126780	0	0	0.0591	0	0	0	0	0	0.316	0	0	0.1694	0.0536	0.2878	0	0	0.2636	0.3013	0
SNAR-G2|100170228	0	0	0	0	0	0	0	0	0	0.0521	0	0	0	0	0	0	0	0	0
SNAR-H|100170221	0	0	0	0	0.0859	0	0	0	0	0	0	0	0	0.0877	0.3076	0	0	0	0
SNAR-I|100170222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435	0	0	0	0	0
SNCAIP|9627	0.6771	0.0958	0.2556	0.0921	0.1926	0.3611	0.1748	0.2727	0.062	0.5153	0.2793	2.492	0.2387	0.0846	1.5702	0.3358	0.3741	1.2347	0.054
SNCA|6622	0.2988	0.1839	0.5365	0.1642	0.1073	0.2221	0.6219	0.0991	0.7466	0.301	0.0884	1.5635	0.1341	0.1466	1.3115	0.4429	1.1405	1.5155	0.0875
SNCB|6620	0.0079	0.0493	0.0803	0.012	0.0419	0.1547	0.0165	0	0.0184	0	0	0.0538	0.114	0.0055	0.0757	0.0297	0.0144	4.253	0
SNCG|6623	5.3223	39.4774	8.1252	3.7923	1.1165	6.3109	34.8423	0.4	0.8401	0.6035	0.5217	1.9884	0.5173	0.3889	7.773	6.4685	3.961	0.747	0.8882
SND1|27044	83.753	39.1354	43.2284	86.067	99.8034	28.9122	36.3276	60.767	104.7159	115.5872	88.5345	33.9886	71.0315	51.9936	67.699	56.2461	40.6438	52.3121	59.3179
SNED1|25992	0.8556	0.7229	0.1248	0.7868	1.2619	0.2312	0.8194	1.3455	0.8697	0.9367	1.0138	2.3464	2.8135	1.3331	4.7609	1.5644	2.4471	1.3657	0.4482
SNF8|11267	30.0488	20.2269	36.4649	35.8427	20.5167	20.0871	11.5766	29.8275	26.8969	45.3024	33.1328	20.0475	26.5174	29.602	34.0023	25.1245	18.6441	22.1432	61.2719
SNHG10|283596	1.4766	1.6508	1.0206	1.253	1.6687	1.4142	0.6952	3.4262	1.0324	1.7822	1.7015	2.5921	2.414	2.275	0.7451	1.5736	0.9272	2.0086	2.2466
SNHG11|128439	1.3403	2.2034	1.5804	3.2999	1.953	1.4969	1.1037	2.6899	1.8333	9.0978	1.7712	1.9907	2.4513	2.9013	3.0295	2.102	1.7878	1.5033	2.4676
SNHG12|85028	9.6796	4.9686	7.973	5.2348	6.2895	7.424	3.1369	12.4485	4.2745	9.5578	6.937	6.165	8.1351	3.8988	3.6973	5.4541	6.0212	2.4886	4.8154
SNHG1|23642	11.5326	14.3311	9.2649	24.1096	16.0707	15.4842	6.6682	23.2158	15.7051	20.8304	15.6345	21.0317	7.5946	11.1945	7.1013	11.2394	12.8597	8.6876	20.6347
SNHG3-RCC1|751867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG3|8420	18.0491	14.5542	17.0791	12.1282	13.3858	33.6801	9.5597	17.9261	11.988	40.3028	24.4593	19.3588	18.3595	9.7523	8.6715	14.0167	14.4756	6.5204	12.8873
SNHG4|724102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG5|387066	118.4167	91.3843	67.0127	281.4421	94.3755	26.1735	13.3758	60.1569	127.7852	15.7531	134.0534	58.9957	20.6781	40.0471	71.6326	95.0361	16.3286	11.4857	92.3103
SNHG6|641638	88.9794	66.6824	73.1018	383.5092	40.4628	117.636	43.5448	139.2584	143.9739	94.6903	90.5893	90.5092	66.7181	60.1298	79.9174	107.7993	82.0762	50.1485	135.3508
SNHG7|84973	23.4519	4.1916	2.8468	10.5353	5.9917	4.2264	2.8248	6.2351	7.394	5.9278	4.2588	3.6065	3.6562	3.4194	2.8017	6.1412	3.1707	6.4732	3.2524
SNHG8|100093630	68.9398	40.3393	30.0504	85.24	41.7863	70.4326	29.513	62.0074	63.1894	52.7825	48.8608	29.5692	46.507	13.3583	30.1333	45.4567	26.747	18.4723	48.64
SNHG9|735301	0.9264	4.241	24.2696	3.9572	6.1076	10.3547	8.4735	11.3772	4.1686	3.5349	6.3313	8.4059	9.4146	8.0206	17.5586	10.7422	5.7658	13.6424	2.9913
SNIP1|79753	6.6282	7.7981	6.7361	5.7329	4.9541	7.5084	3.5771	6.93	5.1761	7.3402	7.4637	8.7311	8.6131	7.331	7.0773	7.7246	6.1801	4.0533	4.0364
SNN|8303	8.3159	15.2593	7.1587	1.4053	6.4597	8.0494	6.7248	7.9165	3.7947	4.8716	2.2524	12.4237	17.7053	3.3025	10.8469	6.4046	7.0769	6.5543	5.3408
SNORA10|574042	1.6948	4.5261	3.5931	5.1057	6.5307	6.8365	1.7495	4.6784	3.9728	6.5418	3.4376	3.0496	4.228	2.6741	3.7603	2.4907	1.6865	1.7648	4.2064
SNORA11B|100124539	0.0659	0.0521	0.0423	0	0.0873	0.3429	0.0487	0.0424	0	0.0195	0.0563	0.1098	0.0822	0.1471	0.102	0.0201	0.11	0.1735	1.0612
SNORA11C|100124540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0
SNORA11D|100124541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11E|100124542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA11|677799	0	0.0498	0	0	0.0915	0	0	0	0	0.0946	0	0.1726	0	0	0.1155	0	0	0.0632	0
SNORA12|677800	5.4795	0.3166	0.3641	1.2246	0.5219	0.3535	0.0472	0.9961	0.3334	1.3005	0.5485	0.4282	3.2822	1.032	0.126	0.7687	0.3705	0.193	0.2741
SNORA13|654322	0.5905	1.1873	0.4707	0.6651	0.5354	0.9325	0.5273	0.2385	0.5405	0.5055	0.1048	0.2059	0.5781	0.6097	0.2104	0.516	1.1117	0.2087	0.5192
SNORA14A|677801	0.0552	0.0371	0.1746	0	0	0.2186	0	0.5416	0.2708	0.5915	0.096	0.0911	0.5405	0.2682	0.2098	0	0.1148	0.3404	0.6965
SNORA14B|677802	0.2945	0.2374	1.2274	0.4726	0.3812	0.6667	0.3012	0.4306	0.5205	2.2548	0.261	0.9213	0.6677	0.4611	0.0048	0.2766	0.6163	0.6892	1.088
SNORA15|677803	0.0484	0.2604	0	0.0258	0.7124	0.3816	0.0168	2.3826	1.0063	1.5432	1.5651	0.6776	2.2252	1.2443	0.1159	0.0672	0.2877	0.5699	0.4811
SNORA16A|692073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA16B|692157	0.3768	0.0792	0.5777	0.2146	0.7485	0.8259	0.5711	1.074	0.7313	1.3731	0.4144	0.9689	0.5306	0.5764	0.6983	0.597	1.1061	0.6507	0.5868
SNORA18|677805	6.2536	7.1831	15.132	10.982	11.2927	11.3451	2.9661	23.5471	16.7419	25.2391	12.5393	10.6065	16.391	6.2873	6.1234	3.5482	12.7637	11.6632	12.7577
SNORA19|641451	0.2496	0.367	0.1801	0.1724	0.4699	0.4214	0.3421	0.4937	0.1107	0.5995	0.4705	0.7283	0.5492	0.2403	0.0281	0.1998	1.1592	0.3677	0.3533
SNORA1|677792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA20|677806	0.2978	0.3531	0.6423	0.3127	0.881	0.7437	0.3025	0.5543	0.6169	0.9596	0.5199	1.7296	2.1568	0.9938	0.1963	0.6693	0.7203	0.3743	0.7284
SNORA21|619505	3.206	1.4631	0.3967	0.8366	1.8666	1.4594	0.6441	2.6191	1.2814	1.8036	1.5764	1.3623	2.2712	1.4192	0.5532	1.4424	2.2467	1.0918	0.7175
SNORA22|677807	0.7552	0.3434	0.3339	0.5979	0.5982	0.1795	0.188	1.0264	0.7422	2.0862	0.7068	1.1148	1.3607	1.0021	0.696	0.5437	1.4458	1.0557	0.2352
SNORA23|677808	0.5013	0.5307	0.3348	0.9959	0.9497	1.251	0.055	0.6549	0.2021	1.3564	0.281	1.1216	0.7312	0.4714	0.2303	0.9222	1.0101	0.9026	0.1963
SNORA24|677809	7.4258	6.2549	2.7089	6.7831	3.2969	9.9678	1.8386	11.0572	3.9796	8.39	6.8563	5.0822	9.7878	1.2693	1.5534	4.9191	5.1368	1.8855	3.8038
SNORA25|684959	0	0	0.236	0.0962	0.0873	0.1116	0.0833	0.2443	0.2471	0.0332	0	0.1138	0.2697	0.0253	0	0	0.1631	0.0538	0.1421
SNORA26|677810	2.2639	1.0675	0.0949	10.126	3.0861	2.6293	0.859	3.2799	0.8418	4.5497	4.4571	2.4732	3.3785	2.3601	0.6445	1.9696	2.3895	0.2822	1.4516
SNORA27|619499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA28|677811	0.95	0.319	0.3358	0.2525	0.1369	0.4799	0.0467	0.1676	0.5536	0.3054	0.1957	0.2019	0.8592	0.4093	0.0493	0.4237	0.8928	0.3882	0.8781
SNORA29|677812	0.7508	0.6034	0.5369	1.1149	1.8137	0.7429	0.1375	1.1601	1.0861	1.0787	0.5305	1.6457	2.8358	0.9652	0.2859	0.3825	1.2412	0.3152	0.4529
SNORA2A|677793	0.2873	0.1295	0.1615	0.0984	0.4898	0.9492	0.0202	0.6028	0.1922	0.5655	0.0577	0.6065	0.0163	0.3087	0.0959	0.4516	0.4459	0.1653	0.2791
SNORA2B|677794	0.1648	0.2576	0.3603	0.1813	0.3035	0.0934	0.2969	0.2015	0.8736	0.4908	0.24	1.715	0.0847	0.492	0.5172	0.4404	0.7935	0.2577	1.4719
SNORA30|677813	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0
SNORA31|677814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA32|692063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA34|677815	0.7586	0.531	0.6386	0.2702	0.1311	0.6035	0.0677	0.7871	0.332	1.0077	0.3526	0.5078	0.3543	0.7123	0.0878	0.5468	1.0525	0.2159	0.9604
SNORA35|677816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA36A|677817	0.1463	0	0.074	0.288	0.0666	0	0.1067	0.4162	0.0871	0.5668	0.303	0.5798	0.5408	0.253	0	0	0.1729	0.2055	0.3528
SNORA36B|677818	0	0.0373	0.2243	0.1034	0.0387	0.1711	0	0.1387	0.1905	0.274	0	0.0262	0.2949	0	0	0.1874	0.1325	0.0947	0.2641
SNORA36C|100124535	0	0.1564	0.0596	0	0.102	0.0683	0	0.0182	0.0255	0.0488	0	0.0427	0	0.1628	0.0194	0	0.0207	0.1856	0.0097
SNORA37|677819	0	0.3285	0.3445	0.0493	0.3523	0.8469	0.202	0.888	0.1214	1.1947	0.2255	0.8852	0.1868	0.3263	0.245	0.258	0.9379	0.3689	0.1685
SNORA38B|100124536	0.2894	0.0356	0.0849	0	0.0916	0.1301	0.0295	0.6677	0.3699	0.2662	0.0395	0.5941	0.4041	0.3392	0.368	0	0.3185	0.1131	0.2306
SNORA38|677820	0.8025	0.1103	0.3785	0.2355	0.0781	0.1945	0.0849	0	0.0455	0.3789	0.1933	0.3214	0.1139	0.1304	0	0.0605	0.3267	0.1335	0.275
SNORA39|677821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA3|619562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA40|677822	0	0	0	0	0	0.0695	0	0	0	0	0	0.0327	0	0	0.1025	7e-04	0	0.138	0
SNORA41|619569	2.0212	1.601	0.449	1.5369	1.3727	1.1737	0.4478	4.1375	1.7092	6.2707	1.0847	1.6863	4.7993	1.7903	0.9607	1.4389	2.5045	0.5625	1.5853
SNORA42|677823	0.4199	0.5573	0.0746	0.2088	0.0299	0.1897	0.2148	0.3923	0.4602	1.0539	0.741	0.9282	1.3833	0.9079	0.028	0.3674	0.9201	0.7461	0.299
SNORA44|677825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA45|677826	2.5977	1.2494	2.1259	2.4152	1.2111	1.3171	0.928	2.5873	1.4324	5.3322	1.5055	2.9306	1.666	1.4601	0.5864	0.8632	1.9147	1.0466	1.3944
SNORA46|677827	0.2758	0	0.614	0.045	0.5391	0.0693	0.1233	0.302	0.589	0.2589	0.161	0.2029	0.5375	0.0238	0.1919	0.1655	0.5698	0.2599	0.1938
SNORA47|677828	0.2945	0	0	0.5402	0.4507	0.0517	0	0.3029	0.5176	0.5532	0.3973	0.3891	0.199	0.3661	0	1.1884	0.0465	0	0.5377
SNORA48|652965	0.6204	0	0.0859	0	0	0	0	0	0.1678	0.2733	0.0347	0.0167	0.1593	0.0836	1.0701	0.0351	0.6063	0.03	0.2228
SNORA49|677829	0	0	0	0.0086	0.1228	0.1937	0.0307	0	0	0.2587	0	0.2026	0	0	0.1863	0.1165	0	0	0
SNORA4|619568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA50|677830	0.1518	0	0	0	0.0355	0	0	0.1248	0.0101	0	0.0214	0.1018	0	0.0803	0	0	0.2443	0.0688	0.1624
SNORA51|677831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA52|619565	3.9024	1.2629	1.0569	2.5918	1.9168	1.7337	0.3589	4.6447	1.0709	2.4219	1.2019	2.2269	1.9325	1.5492	0.4176	1.1196	1.8386	1.1313	2.0337
SNORA53|677832	0.9345	0.5516	0.5293	0.8538	1.2175	0.6527	0.3892	1.5469	0.6891	1.6749	0.3228	1.9239	0.9356	0.6719	0.3523	0.7023	1.6584	0.6507	0.7423
SNORA54|677833	0.2678	0.2363	0.1969	0.0801	0.2135	0.7716	0.1807	0.5428	0.0428	1.0479	0.0628	0.6222	0.7719	0.3268	0.0621	0.2822	0.4104	0.0918	0.367
SNORA55|677834	0.8662	1.1139	0.2829	1.2823	0.7224	0.3354	0.3005	2.3355	0.3328	4.2678	0.8515	2.4604	2.0991	1.5129	0.4151	1.0036	2.3018	0.3136	0.8827
SNORA56|677835	1.1368	0.5836	0.7071	1.9694	1.3065	0.6744	0.1094	3.8434	1.5648	2.8924	1.4845	5.5285	3.7465	1.8882	0.6577	0.4627	1.4025	1.0898	0.8903
SNORA57|692158	3.1822	4.0827	5.0199	9.2022	4.2483	3.4186	2.061	5.2121	3.6548	7.285	4.6497	1.4959	2.4811	4.0023	2.222	2.3844	3.7355	2.2655	7.5182
SNORA58|677836	0.2092	0.2188	0.1453	0.0666	0.1804	0.0768	0.2138	0.4028	0.2108	0.2418	0.1839	0.742	0.3313	0.5603	0.0269	0.1478	0.491	0.3772	0.4041
SNORA59B|677882	0	0	0	0	0	0	0	0	0	0	0.0127	0.1327	0	0	0	0	0	0	0
SNORA5A|654319	1.8037	1.4413	1.0072	1.298	2.109	1.0133	0.5326	5.8026	3.4782	7.4248	1.8906	2.399	4.863	4.6149	1.4432	1.5704	0.9019	0.7979	1.0988
SNORA5B|677795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA5C|677796	2.1376	1.7789	1.0122	1.2626	1.7014	0.6827	0.4121	5.3854	2.9659	7.8711	1.7093	2.7437	5.5998	4.8875	0.92	1.8285	2.0407	1.2947	2.6699
SNORA61|677838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA62|6044	1.7766	2.304	0.6031	1.4055	1.909	1.914	1.4358	3.0491	1.9435	2.4225	1.2458	1.4271	0.9125	2.7783	0.8285	1.5976	3.5121	1.2359	2.6278
SNORA63|6043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA64|26784	0	0.039	0	0.0571	0	0	0.0092	0	0	0	0	0.0167	0	0.0169	0.1421	0.0238	0	0	0
SNORA65|26783	2.1658	1.9371	0.6662	2.7255	2.4843	2.5936	1.0487	3.606	1.6509	4.6956	2.2307	1.9933	3.9091	2.5618	0.3076	1.3983	1.9847	2.1309	1.8951
SNORA66|26782	3.0686	2.9781	0.0985	0.6672	3.6201	1.0679	1.6433	7.1224	2.0281	5.6346	2.1189	5.2636	5.2227	2.9666	2.3267	1.6036	3.6962	1.3013	2.4568
SNORA67|26781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147	0	0	0	0	0
SNORA68|26780	1.3586	1.7986	1.4957	1.055	1.3823	2.231	0.8652	2.2778	0.8225	4.4586	1.7903	1.302	1.0969	1.4928	0.5805	1.4862	0.6982	0.4987	1.38
SNORA69|26779	0.3769	0.4931	0.09	0.2888	0.1881	0.8608	0.3381	1.0044	0.1996	1.0145	0.9163	0.6045	1.5764	0.4883	0.1178	0.0369	0.6523	0.2266	1.1462
SNORA6|574040	2.4588	2.2293	0.3658	1.5724	2.5413	2.4578	1.0519	3.5633	2.4873	3.4899	1.6772	1.9305	2.3705	3.3751	0.838	2.3111	4.3351	1.4644	3.1926
SNORA70B|100124537	0.2453	0.2011	1.101	0.2635	0.1106	0.8249	0.2938	0.4434	0.5141	0.5758	0.382	0.6111	0.7603	0.3043	0.376	0.5795	0.4759	0.3502	0.8376
SNORA70C|100124538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA70|26778	20.087	22.9174	13.616	25.3378	12.0892	11.392	9.3112	30.2753	13.4679	29.1836	23.9329	33.8795	22.6417	11.8851	23.8925	16.2206	15.6192	11.9528	28.2627
SNORA71A|26777	2.2449	0.9384	0.3138	3.4372	1.6782	0.7512	0.2041	2.1364	1.4423	9.3363	0.6863	2.3928	1.7287	3.7143	0.3295	0.5713	2.5648	0.6622	2.1795
SNORA71B|26776	3.2768	0.4893	0.1308	0.9307	2.7537	1.1702	0.4156	4.5023	3.0136	13.2374	0.5209	2.4206	3.7935	4.2065	0.601	0.6408	3.6763	1.1175	2.1077
SNORA71C|677839	2.931	0.5393	0.2584	2.9312	1.8441	1.3717	0.5845	3.5711	1.8012	17.3026	1.1308	2.3776	3.051	4.0601	0.7669	1.0669	3.1081	1.2474	3.8198
SNORA71D|677840	0.942	0.0134	0	0.3431	0.2074	0.112	0.0431	0.5668	0.4426	1.8609	0	0.3399	0.5378	0.8606	0.031	0.0202	0.3741	0.0228	0.3108
SNORA72|26775	1.2826	0.9074	4.9088	5.4827	1.3624	7.1934	0.657	10.3744	2.383	6.834	1.3955	4.0182	7.1184	2.9878	1.4847	1.8016	2.55	2.5619	2.771
SNORA74A|26821	0.4497	0.1857	0.1207	0.8257	0.8362	0.8953	0.1746	0.8595	0.2797	0.7111	0.1119	0.3917	0.3388	0.578	0	0.1488	0.3364	0.3991	0.6898
SNORA74B|677841	0.3843	0.3437	0.2404	0.0552	0.5673	0.4273	0.095	0.6202	0.5153	0.7363	0.2667	0.5658	0.9342	0.5043	1.141	0.1706	0.8419	0.4615	0.8997
SNORA75|654321	1.3681	0.6142	0.5658	0.2914	0.5934	0.0627	0.3032	2.8452	2.372	3.2156	1.1213	1.6042	2.5396	0.9606	0.0945	1.5279	1.6742	0.2702	0.7124
SNORA76|677842	1.3508	2.1152	0.9175	4.3098	1.3877	3.9616	0.4338	1.8639	3.6556	4.1455	1.1529	1.7427	1.9016	1.1968	0.8181	2.9455	1.9849	0.7704	2.852
SNORA77|677843	0.1392	1.7569	2.1225	0.441	0.9664	2.7792	0.9963	0.3645	1.4018	2.9071	0.5427	3.9339	1.4763	0.8457	3.201	1.4665	1.8609	2.4515	1.8509
SNORA78|677844	0.4098	0.5318	0.9411	1.2481	0.4598	0.4463	0.3743	0.4039	0.1838	0.5524	0.3338	0.35	0.4438	0.4703	0.5865	0.7943	1.1732	0.2602	0.8222
SNORA79|677845	0.0724	0	0.139	0	0	0	0.0279	0.0995	0.0632	0.1009	0	0.4228	0.0858	0.0376	0	0	0.0964	0.035	0.1884
SNORA7B|677797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA80|677846	0.0267	0.0526	0.034	0	0.1152	0.2627	0	0.2533	0	0.0911	0	0	0.0096	0.0542	0	0	0.064	0.0292	0
SNORA81|677847	11.6283	5.7426	2.7535	2.3073	4.5133	2.1964	1.4336	12.6688	4.2896	6.8232	5.1704	15.1192	8.6868	7.5227	2.1505	3.7992	6.0935	8.7081	2.7026
SNORA84|100124534	0.688	0.4323	0.044	0.1478	0.8167	0.1345	0.1056	0.6279	1.1138	0.6247	0.36	0.4682	0.367	0.6179	0	0.1127	0.3935	0.789	0.4694
SNORA8|654320	6.1502	6.5319	11.2494	9.6222	7.8542	12.4565	2.548	17.2584	11.8785	22.5683	7.6727	6.049	7.7684	5.4381	5.6006	4.4843	9.5188	7.0556	8.773
SNORA9|677798	0.0885	0	0.082	0	0	0.1233	0.0498	0.115	0.0239	0	0.0365	0.3994	0.1141	0.0036	0	0.24	0.2116	0.1272	0.2157
SNORD102|26771	1.8209	3.4861	1.8704	2.002	1.8279	3.5069	1.189	11.07	5.0928	8.1353	2.0303	3.9147	9.4138	3.291	1.8872	3.4138	4.2991	2.0443	1.9192
SNORD103A|692234	0.5207	0.6373	0.1781	0.0435	0.2578	0.3562	0.422	0.2992	0.0624	0.2542	0	0.1273	0.3565	0.2416	0.1811	0.1841	0.329	0.0995	0.2445
SNORD104|692227	26.9985	31.6352	18.9763	14.915	28.8524	9.5793	14.4731	28.0521	23.4378	23.4594	16.8234	10.2699	18.1248	14.4495	13.3726	13.33	13.4701	5.7978	26.1749
SNORD105B|100113382	0.0837	0	0	0	0.0568	0	0.0626	0	0.2619	0.1832	0	0.022	0.0328	0.2036	0	0	0.3822	0	0.0449
SNORD105|692229	0.1324	0.1675	0.1567	0.0954	0.2046	0.2071	0.0721	0.4194	0.1312	0.9383	0.307	0.426	0.2173	0.2433	0.1143	0.0826	0.1715	0.2106	0.7016
SNORD109B|338429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD10|652966	6.989	4.2713	1.518	1.5443	5.174	7.2879	2.921	5.1012	4.5745	8.2223	3.9185	6.5909	4.7685	3.8743	1.7198	2.8238	9.2336	2.2675	2.0538
SNORD110|692213	4.5206	1.9324	0.7338	2.3071	3.6918	2.4861	0.912	5.5575	3.553	10.1391	2.1645	2.7936	5.5864	3.9241	0.962	1.3492	2.4176	1.3367	4.9089
SNORD111B|100113402	0	0.061	0.0712	0.0608	0.1708	0.085	0	0.1363	0.091	0.2583	0.0318	0.5832	0.4887	0.0125	0.1282	0.1509	0.0241	0.1805	0.2317
SNORD111|692214	0.0386	0.1162	0.2843	0.1797	0.1439	0.2385	0.1521	0.1682	0.0953	0.559	0.1217	0.2852	0.3308	0.2015	0	0.1358	0.2355	0.0656	0.3484
SNORD113-1|767561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0656	0	0
SNORD113-2|767562	0	0	0	0	0	0	0	0	0	0.0899	0	0	0	0	0	0	0.1255	0	0
SNORD113-4|767564	0	0	0	0	0	0	0	0	0.0523	0.0033	0	0.042	0	0	0.0158	0	0.1103	0.0395	0
SNORD113-5|767565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-6|767566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD113-7|767567	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0755	0	0	0	0	0
SNORD113-9|767569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566	0
SNORD114-10|767588	0	0	0	0.2577	0	0.3496	0	0	0	0	0	0	0	0.0778	0.2937	0	0	0.1404	0
SNORD114-11|767589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-12|767590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-13|767591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098	0
SNORD114-14|767592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-15|767593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0931	0
SNORD114-16|767594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-17|767595	0	0	0.0747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-18|767596	0	0	0	0	0	0	0	0	0.0651	0	0	0	0	0	0	0.0483	0	0	0
SNORD114-19|767597	0	0	0	0	0	0	0	0	0.0586	0	0	0	0	0	0	0	0	0	0
SNORD114-1|767577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1008	0	0	0.1293	0	0
SNORD114-20|767598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0372	0
SNORD114-21|767599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-22|767600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-23|767603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-24|767604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-25|767605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-26|767606	0	0	0	0	0	0	0	0	0.1433	0	0	0	0	0	0	0	0	0	0.0643
SNORD114-27|767608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-28|767609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8e-04	0
SNORD114-29|767610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-2|767578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0
SNORD114-30|767611	0	0	0	0	0	0	0	0	0.1001	0	0	0	0	0	0	0	0	0	0
SNORD114-31|767612	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0	0	0	0
SNORD114-3|767579	0	0.0859	0	0	0	0.1265	0	0.1375	0	0	0	0	0	0	0.6442	0	0.0292	0	0
SNORD114-4|767580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0249	0	0	0	0
SNORD114-5|767581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114-6|767582	0.0876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637	0.0706	0
SNORD114-7|767583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0406	0
SNORD114-8|767584	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0.2281	0	0
SNORD114-9|767585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1529	0	0	0
SNORD115-10|100033447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-11|100033448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195	0	0	0
