TCGA-KL-8336-01A-11R-2315-07	TCGA-KL-8339-01A-11R-2315-07	TCGA-KL-8341-01A-11R-2315-07	TCGA-KN-8426-01A-11R-2315-07	TCGA-KN-8427-01A-11R-2315-07	TCGA-KO-8404-01A-11R-2315-07
ADORA1|134	5.3481	1.0776	8.1289	8.9431	93.6885	174.3421
ADORA2A|135	66.0873	48.4842	52.1374	105.2846	55.5556	135.4167
ADORA2B|136	11.4602	1.0776	4.2046	21.5447	239.6454	70.7237
ADORA3|140	104.288	33.046	15.6973	142.6829	75.2795	726.9737
ADO|84890	284.5955	221.2644	379.2572	307.7236	792.572	473.6842
ADPGK|83440	1355.2249	1565.8046	641.0652	1350.0894	960.4092	1643.6184
ADPRHL1|113622	51.953	54.2385	38.1219	52.8455	3.2873	12.6096
ADPRHL2|54936	502.7218	408.7644	385.1437	682.5203	515.1225	1533.9912
ADPRH|141	169.6113	164.5115	110.1612	111.3821	66.7325	324.0132
ADRA1A|148	3.0561	0	1.1212	0.4065	0	0
ADRA1B|147	26.7405	15.4454	13.7351	10.5691	3.2873	8.2237
ADRA1D|146	3.4381	0.7184	2.2425	2.8455	0.6575	20.2851
ADRA2A|150	10.6962	1.0776	2.5228	0.4065	9.5332	6.5789
ADRA2B|151	134.8486	410.2011	27.4702	60.9756	6.5746	14.2544
ADRA2C|152	7.2581	2.1552	0.5606	24.3902	58.1855	13.1579
ADRB1|153	565.753	529.8132	536.7905	379.6748	0.6575	9.3202
ADRB2|154	587.9095	497.8448	339.7337	91.8699	7.5608	23.5746
ADRB3|155	0	0	0	0	0	7.1272
ADRBK1|156	1721.7076	1297.4138	1482.5508	3273.5772	1153.1906	5654.057
ADRBK2|157	208.5761	119.9713	388.7877	213.0081	496.056	616.2281
ADRM1|11047	1411.8995	1938.9368	1549.2642	2141.4634	3177.52	4158.9912
ADSL|158	527.1703	595.9052	734.4078	550.4065	2108.156	641.4474
ADSSL1|122622	374.7493	17.2414	262.9292	355.2846	166.9957	130.4825
ADSS|159	923.312	837.2845	826.6293	600.813	1857.005	516.4474
AEBP1|165	528.3163	235.9914	136.5102	375.2033	2800.1361	85553.7993
AEBP2|121536	780.8232	1005.0287	742.2565	551.626	946.7471	415.5702
AEN|64782	698.3096	452.227	114.6461	1733.3333	821.5004	834.4298
AES|166	9837.0738	15054.2385	13382.2004	15688.2114	6064.4413	18558.6623
AFAP1L1|134265	1793.525	564.296	406.7274	219.1057	450.3623	232.4561
AFAP1L2|84632	123.7704	58.1897	116.6083	73.5772	213.6756	29.057
AFAP1|60312	185.6518	82.6114	110.1584	164.5894	1701.8305	1484.0954
AFARP1|246182	2.6741	2.1552	2.5228	4.065	1.6437	8.7719
AFF1|4299	3746.3471	5280.8728	4670.7779	4218.2927	2089.0896	1544.4079
AFF2|2334	125.6805	2.1552	3.0834	0.4065	3.616	27.9605
AFF3|3899	13.3703	2.1552	94.7442	8.9431	1902.0413	7.6754
AFF4|27125	4007.6401	4433.908	5792.0112	4040.2439	3415.8505	2583.8816
AFG3L1|172	211.2501	173.4914	303.0133	438.6179	134.1225	373.9035
AFG3L2|10939	3738.3937	5295.9339	6812.911	4357.7073	1102.8092	1206.1349
AFMID|125061	57.6831	150.1437	51.2964	177.2358	414.5306	207.7851
AFM|173	0	0	0	0	0	0
AFP|174	0	0	0	0	0.6575	15.8991
AFTPH|54812	1142.2023	1229.1667	1141.4156	1050.4065	996.7143	637.0614
AG2|387763	95.5019	123.9224	82.691	190.6504	310.6514	473.6842
AGAP11|119385	4.2135	5.0287	3.3693	16.3496	15.4701	19.1886
AGAP1|116987	291.8537	138.2902	257.8837	259.3496	332.3477	158.443
AGAP2|116986	83.9538	27.3599	32.9699	91.0488	57.1368	130.3289
AGAP3|116988	916.8179	1197.1983	1280.7288	1560.9756	2257.0714	6275.2193
AGAP4|119016	76.7835	79.7414	64.7512	130.0813	186.3908	238.4868
AGAP5|729092	6.4941	11.0057	17.1072	18.1423	50.4143	27.9605
AGAP6|414189	55.0091	36.2787	28.0308	91.4634	136.4236	130.4825
AGAP7|653268	15.2803	1.796	2.8031	5.2846	4.2735	47.1491
AGAP8|728404	3.4381	10.4167	15.1367	15.0407	56.2131	4.386
AGA|175	405.6919	205.4598	490.8199	510.5691	105.5229	200.1096
AGBL1|123624	0	0	0.2803	0	0	1.0965
AGBL2|79841	3.0561	4.6695	3.3637	9.3496	14.4642	16.9956
AGBL3|340351	2.6741	6.4655	8.4093	6.9106	2.6299	1.0965
AGBL4|84871	3.4381	0.7184	2.2425	0.813	0.9862	6.5789
AGBL5|60509	535.2039	743.1897	529.5109	624.8171	1880.036	614.0844
AGER|177	8.0222	5.7471	6.7274	19.5122	23.0112	111.2939
AGFG1|3267	1149.4604	2128.592	1188.227	1554.4715	1699.8713	781.25
AGFG2|3268	618.0881	670.977	843.1675	1523.5772	162.3934	411.7325
AGGF1|55109	909.1777	846.9828	786.2649	767.4797	787.9697	966.557
AGK|55750	1125.776	1038.7931	454.9404	974.3902	582.5125	538.3772
AGL|178	1963.1363	2099.4971	3024.8073	786.1789	155.8188	422.6974
AGMAT|79814	35.1447	5.7471	53.5389	8.1301	2.3011	16.9956
AGPAT1|10554	1317.6507	1386.5481	1106.5929	2120.5041	2927.0988	2880.8443
AGPAT2|10555	2402.4448	2018.6782	1206.1668	3684.5528	536.1613	2091.0088
AGPAT3|56894	3593.5441	2867.4569	4470.918	3234.9593	1423.0793	1561.9518
AGPAT4|56895	58.0651	12.2126	11.773	28.4553	638.0681	867.3246
AGPAT5|55326	1040.9703	1165.9483	1961.3174	1372.3577	1882.9748	552.0833
AGPAT6|137964	2662.5919	1841.954	2875.1226	2479.6748	2656.1516	4767.5439
AGPAT9|84803	871.359	3478.8075	1515.6272	4554.065	34.1881	23.5746
AGPHD1|123688	66.8513	35.9195	40.0841	30.0813	7.2321	13.7061
AGPS|8540	638.7165	531.9684	813.4548	417.0732	2199.5434	1006.0307
AGR2|10551	0.382	0	0	6.5041	16.4366	3.2895
AGR3|155465	17.9544	12.5718	0.5606	74.7967	0.6575	0
AGRN|375790	2991.8823	1320.7615	1692.5018	3356.0976	5042.4146	3778.5088
AGRP|181	0.382	0	0.5606	1.2195	1.3149	0
AGTPBP1|23287	261.2931	197.5575	433.9173	84.1463	730.7704	275.7675
AGTR1|185	40.8748	11.1351	1.6819	10.5691	5.2597	388.1579
AGTR2|186	0	0	0	0	0	0
AGTRAP|57085	413.3321	312.5	333.0063	784.5528	791.9145	1898.0263
AGT|183	45.4589	8.6207	3.9243	8.1301	32.2157	662.8289
AGXT2L1|64850	1.528	0.3592	1.6819	0.4065	0	0.5482
AGXT2L2|85007	739.1004	807.2629	329.5053	754.6382	332.6205	903.6184
AGXT2|64902	0	0.7184	0.2803	0.813	32.8732	2.193
AGXT|189	0	0	0.2803	0.4065	0	0.5482
AHCTF1|25909	822.844	910.5603	2011.773	764.6341	1894.4804	1171.6009
AHCYL1|10768	4671.1871	3642.9598	5019.4814	2641.8699	1932.942	1660.0877
AHCYL2|23382	5985.2927	6974.4971	6080.4485	8252.8455	594.3468	289.4737
AHCY|191	1850.4441	2826.5086	2298.2481	1696.748	10061.4893	5294.4079
AHDC1|27245	770.891	208.6925	497.267	431.7073	878.3709	1022.4781
AHI1|54806	98.1759	94.8276	177.9958	128.8618	346.4831	84.9781
AHNAK2|113146	993.2194	8.6207	89.979	59.7561	9784.0398	2792.7632
AHNAK|79026	8820.17	7408.7644	34456.9026	15677.6423	33778.8195	13703.3991
AHRR|57491	28.6506	46.3362	17.6594	10.9756	36.8179	81.1404
AHR|196	1255.2765	1651.5805	702.4527	1013.8211	361.2761	928.1798
AHSA1|10598	2545.6976	3132.5431	3051.4366	3600.813	1983.5667	2555.3728
AHSA2|130872	140.5787	241.3793	176.5943	382.1138	522.6833	1973.136
AHSG|197	0.382	0	0	0	0	1.6447
AHSP|51327	0.382	0	0	0.4065	4.2735	0.5482
AICDA|57379	0	0	0	0.813	0	1.0965
AIDA|64853	450.0239	238.5848	296.3224	392.7805	1700.177	1760.0713
AIF1L|83543	623.0541	176.7241	360.1962	5394.7154	217.9491	16.9956
AIF1|199	250.5969	80.1006	20.7428	229.6748	312.6238	1731.3596
AIFM1|9131	5062.7447	3952.227	4390.1892	4749.5935	527.943	678.1798
AIFM2|84883	748.3526	1054.2385	738.6125	1031.3008	235.0431	588.8158
AIFM3|150209	24.8305	83.4698	67.2684	216.8862	3.9448	53.1031
AIG1|51390	987.1072	804.9569	876.5242	528.4553	690.6652	564.693
AIM1L|55057	3.0561	2.8736	1.1212	3.6585	0.6575	2.193
AIM1|202	937.0643	878.2328	1635.0385	1076.4228	198.8826	562.5
AIM2|9447	5.3481	1.796	0	14.2276	135.4374	228.0702
AIMP1|9255	1004.9394	2176.7313	1308.3588	1135.0407	1060.6395	1081.1239
AIMP2|7965	1475.1409	1644.9569	1731.5599	880.439	602.3218	348.1414
AIPL1|23746	0	0	0	0	0	2.193
AIP|9049	1283.927	1757.5431	1091.801	1949.187	1402.0404	3300.4386
AIRE|326	0	0	0	0	0	2.193
AJAP1|55966	2.292	1.4368	3.0834	32.9268	4.6022	9.3202
AK1|203	2726.7692	1330.1006	1518.4303	1224.3902	1586.4589	1050.9868
AK2|204	1841.2759	2160.1976	2045.6903	1623.5732	1810.9793	2441.3377
AK3L1|205	42.0208	7.1839	135.3889	6.9106	448.7187	656.7982
AK3|50808	2059.0202	1924.2098	1929.6426	1303.6585	2613.7453	428.1798
AK5|26289	0.382	2.1552	1.1212	0.4065	61.1441	1027.4123
AK7|122481	6.8761	4.6695	52.1374	45.5285	4.2735	1.0965
AKAP10|11216	416.7701	307.1121	452.1374	317.4797	447.7325	164.4737
AKAP11|11215	1087.9572	1035.2011	1469.9369	644.3089	1144.6436	538.9254
AKAP12|9590	360.997	124.6408	166.7835	184.5528	9351.7576	197.3684
AKAP13|11214	4221.9463	2229.8851	1422.8451	2563.8211	2599.9385	3616.2281
AKAP14|158798	0	0	1.6819	0.4065	0	0
AKAP1|8165	1754.9422	3660.9195	2191.4506	2252.8455	976.0042	453.3991
AKAP2|11217	5606.2114	1778.0065	5546.3826	2186.1789	2731.9078	345.3454
AKAP3|10566	32.4706	70.4023	110.1612	24.7967	3.2873	12.0614
AKAP4|8852	1.146	0.3592	0	0	0	0
AKAP5|9495	16.0443	9.6983	12.0533	12.1951	21.0388	23.0263
AKAP6|9472	823.6081	859.5546	1364.8213	636.5854	7.2321	4.9342
AKAP7|9465	149.3649	141.523	302.1724	108.1301	84.484	71.8202
AKAP8L|26993	869.0669	952.9454	785.1437	1244.3089	1367.5236	1287.8289
AKAP8|10270	669.2771	762.2126	713.1044	413.4146	710.7178	673.7939
AKAP9|10142	3349.0593	2537.3563	5970.8479	6483.3333	1405.9852	334.9781
AKD1|221264	84.0416	100.5747	271.6188	126.4228	14.1355	61.4035
AKIRIN1|79647	1403.1134	968.3908	967.9047	1301.2195	1241.9481	918.3114
AKIRIN2|55122	1100.1815	878.2328	795.7954	601.2195	602.2364	440.7895
AKNAD1|254268	10.318	10.4274	12.6195	4.4715	7.5641	38.3772
AKNA|80709	456.4989	906.25	493.9033	998.374	550.2968	1468.75
AKR1A1|10327	1092.1593	871.7672	546.0406	932.9268	1230.4425	2438.5965
AKR1B10|57016	3.0561	0.3592	0.5606	0	6.2459	9.8684
AKR1B15|441282	0	0	0	0.4065	0	5.4825
AKR1B1|231	3711.5844	4167.0259	3122.6349	5207.7236	3199.8738	4814.693
AKR1C1|1645	1180.021	1492.8161	1521.5137	653.252	23.6687	33.9912
AKR1C2|1646	29.0326	26.5805	31.1142	8.9431	10.1907	2.193
AKR1C3|8644	123.7704	93.3908	206.0266	78.4553	100.2631	42.7632
AKR1C4|1109	0	0	0	0	0	0
AKR1CL1|340811	0	0	0	0	0	0
AKR1D1|6718	0	0	0.2803	0.813	0	3.8377
AKR1E2|83592	4.2021	0	1.9622	3.252	0.6575	1.0965
AKR7A2|8574	781.9692	510.4167	562.0182	565.0407	958.9102	1014.8026
AKR7A3|22977	664.693	544.181	863.3497	372.3577	4.2735	30.7018
AKR7L|246181	20.6284	20.1149	22.1444	14.2276	1.6437	23.0263
AKT1S1|84335	979.0851	802.0833	617.239	1050.813	1263.6444	4120.614
AKT1|207	6547.2257	1372.4856	4851.0161	8404.4715	2756.4148	6027.4123
AKT2|208	4017.9544	4425.2874	1811.6328	3910.5691	1539.4503	1662.8289
AKT3|10000	496.6097	378.2328	1630.5536	542.6829	2348.7876	524.1228
AKTIP|64400	832.2529	821.6236	2016.6811	1468.0244	239.435	462.7083
ALAD|210	1084.1371	805.3161	718.15	593.4959	473.0448	1032.3465
ALAS1|211	3849.8711	4272.6293	2499.7898	1567.0732	830.0474	641.4474
ALAS2|212	12.6062	1.4368	0.5606	5.6911	67.0613	2.193
ALB|213	0.764	2.1552	4.2046	5.6911	0	1.0965
ALCAM|214	4178.7795	1136.1351	5717.7295	745.5285	4871.8029	562.5
ALDH16A1|126133	1014.9938	518.319	338.3322	452.8455	447.075	1372.807
ALDH18A1|5832	984.8152	542.0259	717.309	962.1951	3802.4389	1174.8904
ALDH1A1|216	7608.4424	490.6609	2410.6517	2690.6504	337.6074	27.9605
ALDH1A2|8854	1585.7129	2797.4138	2923.3357	3981.3008	55.2269	684.7588
ALDH1A3|220	9.9704	1.796	1299.8963	197.9756	1040.4718	6.6941
ALDH1B1|219	775.4751	653.0172	434.7582	302.439	548.9818	346.4912
ALDH1L1|10840	5769.8405	6434.2672	3929.9229	1997.1545	6.9034	14.8026
ALDH1L2|160428	82.5136	56.3937	396.9166	1050.4065	629.5211	141.4474
ALDH2|217	441.2186	102.3707	410.3714	1350.4065	604.5375	1091.557
ALDH3A1|218	5.3481	1.0776	0.2803	8.5366	0.3287	0
ALDH3A2|224	1481.0429	970.9052	989.4884	1033.7398	763.9723	760.4167
ALDH3B1|221	79.4575	35.2011	18.5004	163.0081	1996.716	957.7851
ALDH3B2|222	16.4263	0	257.8837	60.5691	4.2735	1.6447
ALDH4A1|8659	361.7611	271.9109	523.3357	496.3415	116.6997	262.0614
ALDH5A1|7915	772.4191	528.3764	672.74	849.5935	69.3624	30.1535
ALDH6A1|4329	597.7041	1721.4368	1257.4352	513.1667	79.6845	80.011
ALDH7A1|501	1201.7954	938.9368	1354.4499	990.2439	1292.9015	891.9956
ALDH8A1|64577	7.6401	6.4655	2.8031	26.0163	1.9724	15.8991
ALDH9A1|223	1367.2047	510.4167	1570.2873	919.5122	1102.2372	901.864
ALDOA|226	42947.9515	68945.4023	83192.1514	57266.6667	14598.9721	34478.0428
ALDOB|229	2.292	22.9885	59.4254	73.5772	0.9862	11.5132
ALDOC|230	222.7103	61.4224	2034.7582	105.6911	30.572	1610.7456
ALG10B|144245	278.1014	387.931	442.6069	227.2358	209.4021	133.7719
ALG10|84920	95.1199	92.6724	183.602	74.3902	80.2105	43.8596
ALG11|440138	18.3364	36.2787	12.6139	21.9512	3.616	17.5439
ALG12|79087	592.1115	772.9885	1494.3238	1304.4715	685.4055	740.6798
ALG13|79868	676.9172	785.9195	666.5732	590.6504	232.0845	278.5088
ALG14|199857	289.1796	151.2213	170.9881	153.252	95.9896	167.7632
ALG1L2|644974	0	0	0	0	0	0
ALG1L|200810	9.6648	1.2069	21.8332	2.874	0.5556	10.9814
ALG1|56052	535.5401	882.5395	875.8486	1128.7358	383.6956	704.3695
ALG2|85365	1739.2799	1548.4914	1970.5676	1004.878	412.5582	765.8991
ALG3|10195	983.6692	938.9368	497.5473	396.3415	1647.603	2285.636
ALG5|29880	420.5902	579.023	528.6615	487.8049	335.9637	389.8026
ALG6|29929	179.9255	158.046	170.9881	100	132.8076	202.8509
ALG8|79053	644.8286	1215.8764	727.9608	873.1707	501.9732	1135.4167
ALG9|79796	615.032	743.8937	648.6335	596.3415	375.4115	442.4342
ALKBH1|8846	385.0635	373.9224	307.7786	411.7886	173.899	163.3772
ALKBH2|121642	116.1303	258.2615	93.623	149.5935	383.3011	343.2018
ALKBH3|221120	415.2421	739.2241	554.7302	571.1382	219.5927	358.0044
ALKBH4|54784	378.1683	307.1695	435.0189	663.2195	255.3127	536.9737
ALKBH5|54890	1980.2693	1599.023	1863.8823	2321.8902	1650.1342	3156.5406
ALKBH6|84964	191.3857	206.8966	76.8045	115.4472	81.1967	237.9386
ALKBH7|84266	1396.6192	3535.2011	1552.6279	2429.6748	1663.7108	1147.4781
ALKBH8|91801	273.8993	614.9425	207.1479	196.3415	143.9845	94.8465
ALK|238	6.1121	0.3592	0.5606	1.626	0.3287	18.0921
ALLC|55821	0.382	0	0	0	0.3287	0.5482
ALMS1P|200420	1.91	0	4.2046	1.626	0.3287	3.2895
ALMS1|7840	320.8863	315.0144	481.2894	296.3415	937.8714	308.6623
ALOX12B|242	0	0	0	0	0	0
ALOX12P2|245	0	47.773	0	127.2358	1.3149	6.0307
ALOX12|239	7.6401	4.3103	4.2102	5.2846	2.002	10.4221
ALOX15B|247	17.9544	1.4368	0.8409	152.8455	9.2045	41.6667
ALOX15|246	0.764	0	0	0.4065	0.6575	0
ALOX5AP|241	241.4287	231.681	67.5543	237.3984	236.358	478.6184
ALOX5|240	108.4901	53.8793	19.3413	172.7642	207.1009	697.3684
ALOXE3|59344	0.764	0	1.4015	2.439	0.3287	0.5482
ALPI|248	0	0	0	0	0	0
ALPK1|80216	273.8993	434.6264	424.3868	608.5366	257.7256	473.136
ALPK2|115701	0.764	0.7184	0	1.626	8.547	112.3904
ALPK3|57538	5930.6656	3554.5977	2701.3315	8141.8699	199.8688	156.25
ALPL|249	209.3401	35.9195	21.0231	119.9187	164.6946	241.7763
ALPPL2|251	0	0	0	0	0	0
ALPP|250	0	0	0	0	0.3287	0.5482
ALS2CL|259173	1712.1574	2668.1034	445.41	1524.3902	192.308	280.1535
ALS2CR11|151254	1.528	1.796	0	2.439	0.6575	40.5702
ALS2CR12|130540	3.4381	2.5144	3.0834	1.2195	0	11.5132
ALS2CR4|65062	195.5878	286.2787	73.7211	109.3496	359.9611	368.9693
ALS2CR8|79800	95.1199	149.4253	230.6938	90.6504	76.9232	71.2719
ALS2|57679	377.8054	476.6523	388.7877	453.252	669.6263	506.0307
ALX1|8092	0	0	1.6819	0.4065	6.5746	0
ALX3|257	11.8422	12.2126	10.0911	35.3659	15.7791	25.7675
ALX4|60529	0.764	0.3592	0	1.2195	0	0
AMAC1L2|83650	4.9661	0.7184	0.5606	1.626	2.3011	0.5482
AMAC1L3|643664	0.764	0	0	0.813	0.6575	10.9649
AMAC1|146861	0.382	0	0.2803	0	0	1.6447
AMACR|23600	1544.0741	10786.9971	10359.3553	331.7073	184.0897	327.8509
AMBN|258	0.382	0	0.8409	0	0	0
AMBP|259	0.382	1.4368	0.2803	1.2195	1.3149	0
AMBRA1|55626	1601.3752	1443.2471	1416.6783	1903.252	726.1682	1015.8991
AMD1|262	1714.0674	1543.0568	1070.8255	1023.5203	1547.3398	933.0537
AMDHD1|144193	0.764	1.796	1.4015	1.2195	0	7.6754
AMDHD2|51005	127.0289	261.4943	592.1121	405.126	528.515	911.1458
AMELX|265	0	0	0	0.813	0	19.1886
AMELY|266	0	0	0	0	0	0
AMFR|267	7134.3711	6111.3506	7835.7393	12880.4878	2185.0792	2180.3728
AMHR2|269	1.146	0	0	0	0	0
AMH|268	64.9413	36.6379	16.5382	1.626	5.2597	162.2807
AMICA1|120425	69.9074	34.4828	3.0834	94.7154	83.8266	612.9386
AMIGO1|57463	145.1628	158.7644	70.0771	93.0894	7.8896	8.7719
AMIGO2|347902	66.0873	978.8039	75.6833	219.0976	2003.6062	69.6272
AMIGO3|386724	138.6687	62.1408	71.4786	56.9106	33.5306	597.0395
AMMECR1L|83607	331.5825	252.5144	408.9699	591.0569	1308.3519	814.693
AMMECR1|9949	302.9319	252.5144	407.8486	448.374	366.8645	270.2851
AMN1|196394	162.7352	312.1408	259.2852	268.6992	116.0423	98.6842
AMN|81693	373.6033	0	1.9622	3.252	5.2597	6.5789
AMOTL1|154810	1462.7065	118.5345	2612.4737	464.6341	265.9439	889.2544
AMOTL2|51421	1285.4551	943.6063	1013.3146	1891.0569	10705.8033	263.7061
AMOT|154796	935.5362	928.8793	837.0007	360.9756	89.7437	50.9868
AMPD1|270	0	0	0	0	0	0.5482
AMPD2|271	130.6465	94.4684	159.4954	359.7561	1258.056	2998.3553
AMPD3|272	5591.825	3837.6437	3643.4478	1322.3577	137.7386	450.1096
AMPH|273	6.8761	0.7184	2.5228	1.2195	3.2873	933.6623
AMTN|401138	0	0	2.2425	0	0	0
AMT|275	691.6092	591.5553	502.3266	382.935	47.7548	160.1864
AMY1A|276	3.4381	5.0287	1.4015	1.626	0.3287	4.9342
AMY2A|279	8.0222	1.0776	3.0834	0.813	0.3287	1.0965
AMY2B|280	153.1926	101.1638	207.6524	35.6382	66.7358	123.1689
AMZ1|155185	1.528	1.0776	4.2046	1.626	325.1156	20.8333
AMZ2P1|201283	90.5358	141.1638	193.4128	128.8618	73.3072	274.6711
AMZ2|51321	905.3577	1893.319	1080.028	990.2439	1606.1828	1435.8553
ANAPC10|10393	185.6556	216.954	141.836	130.8943	77.5807	134.8684
ANAPC11|51529	1303.4094	3302.8017	847.6524	1053.6585	952.0068	2476.9737
ANAPC13|25847	2411.2348	2141.6379	1899.8935	1248.3984	1885.6211	1099.8684
ANAPC16|119504	1815.2994	2628.592	2326.5592	2705.6911	2222.5546	1290.0219
ANAPC1|64682	472.5432	512.5718	447.0918	338.2114	1467.1293	327.8509
ANAPC2|29882	932.8622	812.1408	861.3875	403.6585	339.5798	643.6404
ANAPC4|29945	368.6372	444.6839	324.5971	477.6423	329.0604	692.9825
ANAPC5|51433	2315.7292	2838.7213	2800.8409	2812.6016	2177.1896	1417.2149
ANAPC7|51434	870.595	981.681	950.5256	935.7724	1049.6401	1103.6184
ANGEL1|23357	1133.7981	874.6408	1974.7722	934.1463	444.4452	480.8114
ANGEL2|90806	303.6959	265.8046	368.6055	367.0732	639.7118	360.1974
ANGPT1|284	2021.2014	3313.9368	8234.8984	3175.6098	24.3261	40.0219
ANGPT2|285	507.3059	869.2529	600.1402	202.439	217.6203	122.2588
ANGPT4|51378	1.528	0.7184	1.6819	6.5041	0	0
ANGPTL1|9068	654.3788	1427.0833	1077.5053	281.7073	19.7239	138.7061
ANGPTL2|23452	280.7755	583.6925	251.1563	216.2602	306.3779	8607.4561
ANGPTL3|27329	0	10.4167	1.1212	1.2195	0	0
ANGPTL4|51129	12.6062	91.954	46.5312	234.1463	2943.7918	915.5702
ANGPTL5|253935	0.382	0	0	0	0	0
ANGPTL6|83854	0.9015	0	1.3259	2.0325	2.2781	7.5548
ANGPTL7|10218	0.382	0.3592	0	0	0	0
ANG|283	18.9858	14.5726	7.0806	15.1138	76.7556	167.7577
ANK1|286	13.7523	1.4368	3.0834	2.0325	16.4366	77.3026
ANK2|287	143.6348	15.4454	42.6069	382.9268	275.1484	53.7281
ANK3|288	1857.7022	800.6466	1125.438	1001.2195	73.6359	35.636
ANKAR|150709	21.3924	52.0833	42.3266	28.0488	39.7765	29.6053
ANKDD1A|348094	45.8409	41.3075	57.4632	54.878	75.937	187.5
ANKFN1|162282	0	0	0	0	0	13.7061
ANKFY1|51479	1368.7327	841.5948	1375.1927	1329.2683	1416.8334	1474.7807
ANKHD1-EIF4EBP3|404734	755.7788	694.1272	883.6496	1003.8821	848.7325	343.6623
ANKHD1|54882	2395.7177	2811.5409	2139.9187	1241.4959	2254.8919	1405.8882
ANKH|56172	1200.6494	108.477	114.9264	356.5041	1627.5503	2062.5
ANKIB1|54467	1078.025	771.1925	1636.4401	634.5528	1596.9783	1031.25
ANKK1|255239	3.8201	3.592	1.1212	4.4715	0.6575	7.6754
ANKLE1|126549	6.4941	2.1552	0.8409	2.0325	48.981	18.0921
ANKLE2|23141	1114.6977	1353.8075	1478.3462	2010.5691	2344.514	2175.9868
ANKMY1|51281	144.0168	42.3851	121.9341	207.7236	223.8662	91.557
ANKMY2|57037	923.312	1393.6782	1422.2845	875.2033	522.6833	365.6798
ANKRA2|57763	278.1014	282.3276	196.4961	229.6748	204.4711	188.0482
ANKRD10|55608	570.1499	567.0187	532.5971	1042.3293	624.5901	1248.3553
ANKRD11|29123	1908.3335	1233.7141	3972.4989	7758.1829	2312.0123	3964.6382
ANKRD12|23253	682.6473	1284.4828	1823.9664	1278.4553	750.4943	804.2763
ANKRD13A|88455	2854.3597	2002.8736	3344.0785	2034.1463	686.0629	783.9912
ANKRD13B|124930	9.1682	6.4655	3.9243	6.5041	193.6229	452.3026
ANKRD13C|81573	367.8732	493.8937	567.3441	389.4309	382.6436	498.3553
ANKRD13D|338692	330.8185	139.727	309.7407	598.374	733.0716	2692.4342
ANKRD16|54522	68.1807	83.283	134.548	104.065	234.6881	93.2018
ANKRD17|26057	3612.6444	3434.6264	3827.0498	1745.935	2146.2889	1155.7018
ANKRD19|138649	38.9648	63.5776	24.9474	132.1138	62.1303	171.6009
ANKRD1|27063	1.146	0.7184	0.8409	41.0569	24.3261	4.9342
ANKRD20A3|441425	47.7509	36.9971	68.1149	6.0976	13.478	4.386
ANKRD20A4|728747	7.6401	7.1839	4.4849	0.4065	1.6437	1.0965
ANKRD20B|729171	24.8305	11.4943	18.22	2.0325	5.2597	4.386
ANKRD22|118932	104.67	78.6602	9.2502	205.6911	15.4504	275.7675
ANKRD23|200539	13.3703	12.2126	11.4926	14.2276	25.6411	74.0132
ANKRD24|170961	6.4941	12.5718	47.0918	12.1951	9.5332	41.1184
ANKRD26P1|124149	0	2.5144	52.698	1.2195	0.3287	0.5482
ANKRD26|22852	283.0675	232.7586	310.3013	119.1057	543.3934	83.8816
ANKRD27|84079	662.7829	710.4885	280.028	779.6748	976.6617	587.7193
ANKRD28|23243	1358.4185	2082.2557	2343.658	861.3821	2127.8799	921.6009
ANKRD29|147463	475.5993	1165.2299	556.9727	892.6829	69.6911	73.4649
ANKRD2|26287	4.9661	3.2328	0.2803	5.2846	9.5332	0.5482
ANKRD30A|91074	32.4706	91.5948	6.7274	3.6585	0	0
ANKRD30B|374860	0.382	0.3592	0.5606	0	0	23.0263
ANKRD31|256006	1.528	7.5431	13.1745	1.626	1.6437	4.386
ANKRD32|84250	113.0742	121.0489	58.0238	66.6667	109.7964	264.2544
ANKRD33|341405	1.146	1.4368	0	0.4065	0	2.193
ANKRD34A|284615	3.8201	3.592	2.5228	3.6585	150.2304	273.5746
ANKRD34B|340120	0	0.3592	2.8031	0.4065	19.3952	0
ANKRD34C|390616	0.382	0	0.5606	0	0	0.5482
ANKRD35|148741	4.5841	0.7184	1.1212	4.4715	7.8896	50.9868
ANKRD36BP1|84832	48.897	54.2385	88.2971	39.4309	79.2243	14.2544
ANKRD36B|57730	19.4824	30.1724	16.5382	2.8455	50.2959	30.7018
ANKRD36|375248	58.4471	90.5172	52.1374	39.0244	280.7368	224.2325
ANKRD37|353322	127.2658	382.9562	486.8367	180.6707	40.0625	418.5307
ANKRD39|51239	82.8956	106.3218	85.2137	146.748	222.2226	291.6667
ANKRD40|91369	833.5403	1016.8822	689.5585	1113.0081	1145.6298	1335.5263
ANKRD42|338699	258.237	171.6954	285.9145	477.6423	198.8826	446.2719
ANKRD43|134548	118.0403	97.342	37.5613	421.1382	1.6437	7.6754
ANKRD44|91526	76.0195	33.7644	91.9411	77.6423	22.025	18.0921
ANKRD45|339416	46.6049	3.2328	25.5081	1.2195	2.3011	1.6447
ANKRD46|157567	584.6586	595.2371	2355.644	1053.3496	246.3909	185.307
ANKRD49|54851	302.9319	201.8678	352.0673	301.626	106.5091	414.4737
ANKRD50|57182	665.075	433.908	810.6517	438.2114	1025.314	365.1316
ANKRD52|283373	1712.1574	710.1293	2009.5305	967.4797	2225.8419	2162.8289
